rowNumber,Location0814,Description0868,trade1645,file_name,Messages0801,Name0846,Accessories0378,0029,started0628,For0031,Price0855,FT0613
0,Homer GA,"Nice Mossberg 9200 semi-auto for sale. 24 barrel, very nice condition, appears to have been shot very little. I bought this 4 or 5 years ago and never shot it. Previous owner said it shot high brass fine but would occasionally jam on low brass. I took it apart and cleaned it, then put 25 rounds of low-brass, cheap, 7 1/2 Federal ammo through it with no problems at all. Id like to sell for $225 or maybe trade for a carry 9mm, 9mm ammo, or something else close to the same value. No Taurus or similar pistols. Comes with one choke, nothing else. Previous deal fell apart, so its back up.  Close to Banks or Jackson county. Pm please since I dont check thread often.  Thanks",2015,486D63EF81A09CB11DD8426C73AC2D3498CF5B9CB2ECDA0FF3F16CEBDA7E6C87.html,183,Mossberg 9200 FS/FT,Shotguns,Mossberg 9200 FS/FT,burt,North East GA,225,Mossberg 9200 FS/FT
0,Gwinnett,,2015,4A78B957ADA849CFA02CE71AA2BEB88D9B5330D687E54837797A849FDCEBDB64.html,84,Magpul vertical foregri,Accessories,Magpul vertical foregri,jhgeorgia493,Metro Atlant,$15obo,Magpul vertical foregri
0,West Cobb County,"This is a big boy gun. DPMS Panther AR10 300 SAUM lower with 260 Rem upper. Heavy stainless barrel, bi-pod, 1 mag. Flat top ready for optic. Excellent condition. Prefer to sell but trade offers welcome. Probably need to meet fairly close to me.",2015,57F1785F664FF460F1229F7A94A4B878CC47A672144AE6D5DEF29BF331A181E3.html,86,DPMS Panther AR10 300 SAUM/260 Remington,Rifles,DPMS Panther AR10 300 SAUM/260 Remington,hlweeks,Metro Atlant,775.00,DPMS Panther AR10 300 SAUM/260 Remington
0,Winder GA,,2015,589E6B59E86467D0AC872C4F0B866EFC6C21C73F45CA0FC18134AE43423DC3BD.html,30,,Ammunition,,Southern Survival Gear,,,
0,Rome,"I have the following Package for Sale:    - LNIB Marlin XT-17V Bull Barrel bolt action rifle  - has profire adjustable trigger  - LNIB Old School Tasco 6-24x40 Japan Glass Scope  - Heavy duty scope mounts  - 250 CCI FMJ rounds  - 50 CCI TNT rounds  - 50 CCI Game point rounds  - Doscosport hard case  - Original Box  - (1) 5 round mag  - (1) 7 round mag    This is an excellent deal not a scratch on anything. I do not need to sell, so please do not ask for a lower price. Not trying to be rude.    The best way to contact me is by cell. (706) 331-1359 my name is Aaron",2015,58DADD79B03BCC95E35F7410046DE12C0130E1065A1DE6EED6B2763B1A732404.html,24,,Rifles,,Black Water,,,
0,"Smyrna, G",,2015,59CB645F1A69D7FDB46C8D75C68D755615BAD32622CFD5893ADFBEEFD205BF53.html,381,LNIB WALTHER P99 AS,Handguns,LNIB WALTHER P99 AS,Androvic,Metro Atlant,600 obo,LNIB WALTHER P99 AS
0,Smyrn,,2015,5F4FC61D77EF9A99BECD0BB9D8BB3B2B76605C0D6FF16DEBBA5A58A55A60CA7A.html,40,,Rifles,,Marshall,,,
0,Rome g,,2015,636D7DF3F86D18B0AA3299A03B13C31F567BA5A135044C361C77B135030B6306.html,113,Glock 27 gen 4,Handguns,Glock 27 gen 4,Kshifle18,North West GA,475,Glock 27 gen 4
0,Canton Ga.,"Selling for a friend. Extremely clean 15-22. Unsure of round count but looks to be very low. It has all aftermarket furniture and tac light. 2 mags. Includes all origional furniture, manual, and a nice dual rifle range bag.  Can meet in Canton, Marietta, or anywhere in between.",2015,6378F52CF2A4FDB9CE75C09F8410DC08C5C6B2EBBF6EB0F195FA67F33F54574B.html,"2,303",,Rifles,,bxtreme24,,,
0,"Rossville, GA",Great shape Pre ban Norinco 84s AK in .233/5.56. Great shooter. Will sell with one 30 round mag for $1100. Extra mags can be purchased for $100 each. The mags are not easy to find thats why they are worth $100 each. If you buy everything as a package you will get 6-30 round mags and 2-15 round mags for $1500. Meet will need to be close to me on this as I am strapped for time at the moment. Only selling to put the money toward my new place that I am remodeling. PM any questions or offers. Not looking to trade unless its in my favor or something I just have to have.,2015,63DF05A8753821D762D0D904630FEFA8D2E96FD9E8177FC9B5AD417DD37F668F.html,"3,478",Norinco 84s .223/5.56 AK great shape with several mags,Rifles,Norinco 84s .223/5.56 AK great shape with several mags,Link12,North West GA,$1100 to $1500,Norinco 84s .223/5.56 AK great shape with several mags
0,Resaca g,,2015,683B4C8FB23B0399D8B561841C52C44B26E9D02BD988313280D51DD9EFE697D6.html,149,,Accessories,,Akguy79,,,
0,dallas g,"Like new un fired Ruger super Blackhawk 44mag 5.5in barrel with box no papers, the trader I got it from said he got it new and had been in the safe around 15yrs and never fired and same here been in the safe and I have not shot it, it is in awesome shape, just looking for something different if interested p/m or text 678 313 4078 text is best, I will be in the North East this weekend in Elberton GA.",2015,68ABD6CFF6778AB4EEA1131F45FDDF9E00EE71A68E66C217FA39AA50368F8F1E.html,"1,209",,Revolvers,,comptondlls,,,
0,Dublin,,2015,6C11E5FBC99507B121AC3799DE460920FB1DBC15A4CE3D7058F73DED81594306.html,677,Five Rifles For Sale,Rifles,Four Rifles For Sale,bolie,Central GA,Various,Four Rifles For Sale
0,30619,"Got a noveski barreled,rock river forged upper,vortex flash hider,Midwest hand guard,Troy folding battle sights,PSA magpul lower,with jp trigger springs upgraded  Also have 97 rnds of Remington otm ammo to go with it  Right at ($1100) dollars total in it,  $300 cash plus a eotec or aim point ? Or other ar optics? Gun works like a champ,no problems great gun just wanting something different,",2015,6ED31C6BEAA90A10461250EB3BB0270D1C938A61139BCC5F7B724D0E65DAE666.html,189,,Handguns,,bebo1911,,,
0,Ellijay,"I have a Bushmaster that is in excellent condition with a round count of around 150. Currently there is a Redfield Battlezone mounted on it. Also, have 4 Magpul mags. Manufactured in 2006 per Bushmaster customer service. Scope is in excellent condition as well. Stored in hard case.",2015,7089CA6C2FF959A21C40DA82505F3ED781CF6B96D61F9F4BF227652429D87579.html,43,Bushmaster XM15-E2S,Rifles,Bushmaster XM15-E2S,Busch Lite,North West GA,$800,Bushmaster XM15-E2S
0,cherokee,12 holsters  8 leather  4 nylon  all in very good condition.  90 dollars for all,2015,71675E0FACBE49753C24BFD05CC735ADE2590436AB23FA7A20767FD942A7CBEA.html,327,,Accessories,,Redcrane,,,
0,jefferson,"These were discontinued in 1988, shoots fine, has wear for its age, It is a alloy frame eight shot semi auto.",2015,72E2A926CD57A69C16B8948735A82DC59A8061E5A8EF4BFB52CC6547F1F49FD3.html,"2,800",,Handguns,,benjamin,,,
0,Northwest Georgi,"NIB Century Arms C39 V2 Milled AK Rifle , RI2245-N , 100% American made! Accepts all standard AK magazines. Features a milled receiver machined from a solid 11 lb. block of 4140 ordnance quality steel, larger tee shaped magazine catch, AKM furniture compatible, bolt hold open safety and an enhanced dust cover. Chrome moly nitride treated barrel has a concentric left hand 14x1 metric thread that is suppressor ready. All test rifles passed a 5K round endurance test. Comes with two 30 rd. Magpul mags. and a 1 year manufacturers warranty.    This is a beautiful gun - excellent fit and finish!    Will trade for like new SW Model 60 or like new SW Model 63. (Cash to be added on your part depending on gun) Thanks for looking!",2015,73B256381EAB3413762ACB99FEF42DB3379214B81C6A159C696564AF9E9C6996.html,128,NIB Century C39V2 AK-47,Rifles,NIB Century C39V2 AK-47,stangman,North West GA,775.00,NIB Century C39V2 AK-47
0,"Emerson,G","Old war horse. I dont know much about this. Ive had for a little over a year.....shot it a handful of times.... works fine. The front sight post needs adjusting. I bought a nice tool for it,but never got around to using it. Will include for another $25    Comes with the bayonet,sling ammo pouches and some stripper clips.",2015,7830000F88F2F64380F59B7971A581BA379DCB92B2A5F6E2B3F75647E6935ACD.html,208,,Rifles,,atl613,,,
0,Villa Rica Ga.,,2015,7864CF5D6CEB9619E8CE69CDCDDEF4E11E54090A0E1F99D423BF43FDFEA9E80E.html,"1,703",. Glock 21 SF gen 3 with 2 mags,Handguns,Glock 21 SF gen 3 with 2 mags,The West Virginia Cowboy,West GA,$581.00,Glock 21 SF gen 3 with 2 mags
0,30114,"Remington 597 .22 mag NIB unfired, never loaded. Comes with 2 extra mags, factory Picatinny rail, Volquartsen hammer and 200 rounds.",2015,7B371F9B7B4FA4FE411157FE5DB125BAED652FA00DF1A518CD28361AC1690AA7.html,119,,Rifles,Remington 597 .22 mag,mjw,North West GA,$550,Remington 597 .22 mag
0,North Georgi,"Two boxes available. One cartridge shot from one box. I no longer have the Marlin .338 Express and would like someone else to enjoy this ammo. Two boxes of twenty minus one round. Well taken care of, been stored in a military container in my man cave. Check the price online, this is a sweet deal. $20 for both boxes. Thanks. -Cj",2015,7BDF8F4FE5176FF1B61FCBC115FC1DE2EE6B6AD9C74A12CDD9CFA72915F6D8F4.html,173,,Ammunition,,sledgehammer,,,
0,"Kennesaw, GA 30152","I have up for sale approx 525 rounds of non-corrosive, berdan primed 7.62x39 ammo.    443 rounds are Wolf 122 Gr Steel Case Hollow Points  82 Rounds are TulAmmo 122Gr Steel Case FMJ  Most are still in the boxes, but I loaded the mags up with the loose ammo.    I also am including 6 steel AK mags.    Willing to meet within 20 min of Kennesaw.    Thanks for looking.",2015,861146AFFF7C0F7FDDA435FB93F96D8DD9A87430D54F1E7535F762A65FF78B75.html,340,,Ammunition,,brenso1,,,
0,"Dallas, G","Head Down PV15 built for me by Head Down in Feb. I have only fired @20 rounds to sight in the NEW Vortex. I have added the screen shot from their website with specs. This gun also has a 15 key mod rail and custom trigger. This is not your average low end mass produced AR. It retails for $1600 without the new Vortex Spark II, key mod rail and custom trigger. $1250 as is or $1000 without the Vortex. Comes with HEAD Down case and one mag. Cash only no trades. Call or text Tony 678-836-9574",2015,880B5D91045DE833896DE82B4096EF2F07576040EE4BF66ACC1BC7B29DF06121.html,26,,Rifles,,TROPER,,,
0,Chattanoog,,2015,8A4FE7F17B3BE49414632B3E3998DF4B6DD2D601A9933A8E7EE6D155B6D9BA20.html,4,,Rifles,IO INC Sporter Wood Furniture AK47 7.62x39,TommyT,Metro Atlant,,IO INC Sporter Wood Furniture AK47 7.62x39
0,north georgi,winchester ranger model 120 12 gauge pump with a 24 inch barrel with rifle sights. i also have a 26 inch barrel that takes screw in chokes,2015,8E72B09298FA156E7F327D554713CE490A2A5A1F46D1FF93AC2360F8F407D495.html,324,winchester ranger model 120,Shotguns,winchester ranger model 120,james00,North East GA,300,winchester ranger model 120
0,Nahunt,"I am wanting to sell or trade my savage American Classic. I am interested in a wide variety of guns, but would prefer other nice rifles in .308 or nice lever guns in rifle or pistol calibers. Ruger skeleton stocks, ruger mini 30, Remington mountain rifles or Winchester extreme weather are at the top of my list. I will also consider shotguns of equal value. Sale price for the gun is 600 without the scope, 775 with. PM call or text @ 912-288-0444",2015,9167319F91EDA83DDB2DEDC3545220F309E992600C31101C282D4C08FB5B5980.html,23,Savage 14 American Classic .308 stainless,Rifles,Savage 14 American Classic .308 stainless,k_c_bass,South East GA,600,Savage 14 American Classic .308 stainless
0,30052,"Smith and Wesson MP 9c with everything it should have new. Two 12 round mags, three back straps, lock, docs, box. Just a few rounds fired. Way less than a box down the pipe. Test Fire date was 10/21/14...........Please see pics.......    Would love to trade for an MP 9c with Thumb Safety or a Full size MP 9 with a Thumb safety. Not really looking for anything else but if you think you have something I might want then by all means try me. If Im not interested Ill just say No Thanks     Sell for $415 cash  [MSRP is $569 Academy gets $479 plus tax and paper work]    Face to Face in Loganville, Youth, Walton County    Contact through the ODT PM system or    Text or Call    678-414-0327",2015,9542A393487900172133F0F20F3D0E03BA07CC9019118132E9D069576014C773.html,691,Smith and Wesson MP 9c,Handguns,Smith and Wesson MP 9c with safety,Taz0327,North East GA,$415,Smith and Wesson MP 9c
0,Dallas,Have up for sale a pv9 upper from head down products 16in 1/7 twist melonite barrel. Bcg and charging handle included,2015,9F08F66016FBEBAF616408D5954511D9B28CCD04B14C4D6D6D53AF9C7D433F34.html,214,,Accessories,,georgiaborn,,,
0,Lagrange ga 30241,"auto ordnance .45 acp 1911 frame.these guns are made by Kahr Arms co and very well made for a cheaper priced .45.i have owned for a short time and have only shot it 100 times or less.it shows a little holster wear from carry use.it also has a a little place from the holster you can see in the pictures.i have the box, manual,2 clips and the original polmer walnut colored grips.i changed them to the black shown in the pictures.would consider a trade for decent .357 or .44 magnum",2015,A1816A87F876C7DA8B46B7FC3C0508455B6AC031DDC7EFE71C2751F088385D65.html,37,Auto Ordnance .45 ACP 1911,Handguns,Auto Ordnance .45 ACP 1911,Stantheman12,West GA,400,Auto Ordnance .45 ACP 1911
0,NA,Springfield 12 gauge pump.28 full .$170.Pick up. Rust place on barrel. Pm for info,2015,A3123B8BD111EC5C4A09E6F6B63F1C5863040E2249C55ACED2EF978724A1138B.html,"35,608",,Shotguns,,biker13,,,
0,Dallas,"For sale or trade is a beautiful Sig Sauer P229 SAS DAK two tone. It has trijicon night sights, 4x 12 round mags (two blue, two phosphate), box and docs. Willing to drive reasonable distances.",2015,A467525B39A3B1FE423A0BB181DE1F7AA3A1AA465EE8422E5F7306CE261C4EBE.html,787,Sig Sauer P229 SAS,Handguns,Sig Sauer P229 SAS,CCSO,North West GA,$650,Sig Sauer P229 SAS
0,"marietta, GA 30068",,2015,A64F20DE00B7EC85476A0887333FCA5787790761A3B11CFE1C7EA871F558C442.html,132,,Shotguns,,Kojay,,,
0,United States,"Looking to trade in my reliable tank for something a little easier to carry. The old girl comes with 2 10 and 1 15 round ruger mag, as well as a 15 round pro mag thats worked well for me.",2015,A7971EA8145EA1FA0D82063956AB4E325DA717AAEDC128FF1743930365E2A377.html,14,Ruger p95,Handguns,Ruger p95,Frostborn,Metro Atlant,$300.00,Ruger p95
0,"douglasville,ga.",Beautiful duo tone pt92 décocker-very sweet gun that you dont see everyday-like new condition-looking for 4 357-can match ammo up to about 200 rounds-close to Douglasville-3 17 round mags,2015,AF27F0867D79D1A594447C3CBED25A52FDF5C4CCF35779B969D5CB6C2DFCB59C.html,736,,Handguns,,jimj1954,,,
